city,ota_hotel_id,master_id,name,name_en,address,latitude,longitude,url,rooms_number
Нижнеудинск,lyuks_hotel_4,10613305,Отель Люкс,Lyuks Hotel,"улица Просвещения, д. 17, Нижнеудинск",54.919167,99.04945,https://ostrovok.ru/hotel/russia/irkutsk/mid10613305/lyuks_hotel_4,15
Листвянка,bajkal_hotel,7965294,Отель Байкал,Hotel Baykal,"Академическая улица, 13, Листвянка",51.867683,104.83757,https://ostrovok.ru/hotel/russia/irkutsk/mid7965294/bajkal_hotel,72
Листвянка,vera_baikal,13308776,Отель Вера Байкал,Vera Baykal Hotel,"улица Горького, 8, Листвянка",51.843483,104.87859,https://ostrovok.ru/hotel/russia/irkutsk/mid13308776/vera_baikal,38
Листвянка,baykal_shale_guest_house,13431413,Байкал Шале,Baykal Shale,"улица Гудина, д.75, Листвянка",51.850624,104.8825,https://ostrovok.ru/hotel/russia/irkutsk/mid13431413/baykal_shale_guest_house,11
Иркутск,hotel_nuur_hotel,13174758,Отель Nuur Hotel,Nuur Hotel,"улица Карла Либкнехта, д. 85, Иркутск",52.28169,104.30685,https://ostrovok.ru/hotel/russia/irkutsk/mid13174758/hotel_nuur_hotel,28
Листвянка,baykal_khan_listvyanka,10360512,Отель Байкал Хан п.Листвянка,Baykal Khan p. Listvyanka Hotel,"рп. Листвянка, ул Гудина, д. 22а, Листвянка",51.846184,104.878456,https://ostrovok.ru/hotel/russia/irkutsk/mid10360512/baykal_khan_listvyanka,18
Иркутск,yakovlev_hotel,8742012,Отель Яковлевъ,Yakovlev` Hotel,"улица Тимирязева, д.9, Иркутск",52.27755,104.28911,https://ostrovok.ru/hotel/russia/irkutsk/mid8742012/yakovlev_hotel,25
Иркутск,otel_tsentral,8748836,Отель Централь,Central Hotel,"переулок Богданова 8, Иркутск",52.286674,104.285194,https://ostrovok.ru/hotel/russia/irkutsk/mid8748836/otel_tsentral,48
Иркутск,hotel_ochagof,8685974,Отель Очагоф,Ochagof Hotel,"улица Дальневосточная, д.21, Иркутск",52.26298,104.29798,https://ostrovok.ru/hotel/russia/irkutsk/mid8685974/hotel_ochagof,23
Иркутск,kupechesky_dvor_hotel,8059354,Отель Купеческий Дворъ,Kupecheskij Dvor Hotel,"улица Седова, д.10, Иркутск",52.27513,104.28797,https://ostrovok.ru/hotel/russia/irkutsk/mid8059354/kupechesky_dvor_hotel,14
Хужир,baza_otdykha_gostiny_dvor_vdokhnovenie,10438999,Отель Гостиный Двор Вдохновение,Gostiny Dvor Vdokhnovenie Hotel,"ул. Северная, д. 5/2, Хужир",53.196358,107.35481,https://ostrovok.ru/hotel/russia/irkutsk/mid10438999/baza_otdykha_gostiny_dvor_vdokhnovenie,34
Иркутск,empire_hotel_3,7829344,Гостиница Империя,Empire Hotel,"улица Польских Повстанцев, стр. 1а/2, Иркутск",52.292038,104.2837,https://ostrovok.ru/hotel/russia/irkutsk/mid7829344/empire_hotel_3,49
Листвянка,larus,9828888,Отель Ларус,Larus Hotel,"улица Октябрьская, дом 8, Листвянка",51.87526,104.83128,https://ostrovok.ru/hotel/russia/irkutsk/mid9828888/larus,14
Хужир,gostevoy_dom_sunrise,10485526,Sunrise,Sunrise,"Первомайская улица, 25А, Хужир",53.196953,107.33776,https://ostrovok.ru/hotel/russia/irkutsk/mid10485526/gostevoy_dom_sunrise,
Листвянка,mayak_hotel_listvyanka,7816262,Отель Маяк,Mayak Hotel,"улица Горького, дом 85а, Листвянка",51.847157,104.873566,https://ostrovok.ru/hotel/russia/irkutsk/mid7816262/mayak_hotel_listvyanka,54
Иркутск,aristokrat_hotel,8745188,Отель Аристократ,Aristokrat Hotel,"улица Ленина, д.9, Иркутск",52.281384,104.281876,https://ostrovok.ru/hotel/russia/irkutsk/mid8745188/aristokrat_hotel,12
Листвянка,guest_house_baykaliya,13428580,Байкалия,Baykaliya,"Горная улица, 15, Листвянка",51.859745,104.86126,https://ostrovok.ru/hotel/russia/irkutsk/mid13428580/guest_house_baykaliya,
Иркутск,archi_apt_apartments,10211904,Отель Baikal Archi Apt,Baikal Archi Apt Hotel,"ул Некрасова, стр. 3а, помещ. 2, Иркутск",52.289085,104.28417,https://ostrovok.ru/hotel/russia/irkutsk/mid10211904/archi_apt_apartments,7
Хужир,hotel_flagman_olkhona,10019347,Отель Флагман Ольхона,Flagman Olkhona Hotel,"улица Молодёжная, д.1, Хужир",53.19252,107.35624,https://ostrovok.ru/hotel/russia/irkutsk/mid10019347/hotel_flagman_olkhona,15
Иркутск,international_hotel_sayen,7384846,SAYEN,SAYEN Hotel,"ул. Карла Маркса, 13Б, Иркутск",52.282074,104.283806,https://ostrovok.ru/hotel/russia/irkutsk/mid7384846/international_hotel_sayen,25
